timestamp,filtered_eeg_value
29868,-0.18888950249318426
29872,-0.2224201449114411
29876,-0.2394600355870437
29880,-0.24055193308338965
29884,-0.22714175433110223
29888,-0.20140644136875904
29892,-0.16605438325801247
29896,-0.12411293997014253
29900,-0.07871700857930913
29904,-0.03291118868576108
29908,0.010523899937873081
29912,0.04921304018208503
29916,0.08129017283441191
29920,0.10546184326484778
29924,0.1210303616089739
29928,0.12787910781630538
29932,0.12642444840571068
29936,0.11754030698749549
29940,0.10246249490091684
29944,0.08268044638879189
29948,0.059824032245956865
29952,0.03555269326123335
29956,0.011453309711102193
29960,-0.011047907768142167
29964,-0.030755560725694978
29968,-0.04675474293031338
29972,-0.058439223300305924
29976,-0.0655184819195084
29980,-0.06800518192536897
29984,-0.06618568110715611
29988,-0.06057695548988756
29992,-0.051873800945247635
29996,-0.04089039443805208
30000,-0.028500247345438164
30004,-0.015578297406470633
30008,-0.0029484028151048926
30012,0.008661130643274579
30016,0.01865208865275718
30020,0.02657982759022766
30024,0.032165336585701323
30028,0.035296242347184405
30032,0.03601774441768511
30036,0.03451497766743524
30040,0.031088670119348072
30044,0.026126188497934102
30048,0.020070141686340397
30052,0.01338665279888207
30056,0.0065352303957342955
30060,-0.00005810929448217886
30064,-0.00602316840773414
30068,-0.0110624367096249
30072,-0.014962011454515952
30076,-0.017596477995278838
30080,-0.018928031302577593
30084,-0.019000436723180535
30088,-0.017928680512778513
30092,-0.015885338074951173
30096,-0.01308478689513021
30100,-0.009766413371045163
30104,-0.006177914061626696
30108,-0.0025596819363995355
30112,0.0008688906071529449
30116,0.003920553742351817
30120,0.006448362423825132
30124,0.008350652620751752
30128,0.009572835624423237
30132,0.010106204556807557
30136,0.009984107650133646
30140,0.009275966883482287
30144,0.008079704179754866
30148,0.006513179408426495
30152,0.00470524632947419
30156,0.0027869980435908555
30160,0.0008837080075804757
30164,-0.0008921169157746647
30168,-0.002446260932348493
30172,-0.003706705437450286
30176,-0.004625836335397751
30180,-0.005180981418291152
30184,-0.005373403886376339
30188,-0.005225958554497737
30192,-0.004779677763414177
30196,-0.004089592775501439
30200,-0.0032201132191420805
30204,-0.002240283032728626
30208,-0.0012192085742569981
30212,-0.00022191623915933075
30216,0.0006941531663215484
30220,0.0014818638021979057
30224,0.0021062296568488555
30228,0.0025453573384813886
30232,0.0027905158463181513
30236,0.002845411874966975
30240,0.002724789315524144
30244,0.002452500823332189
30248,0.0020592169100277667
30252,0.0015799440348507388
30256,0.0010515183534048848
30260,0.0005102274461491292
30264,-0.000010309745988155484
30268,-0.00048090234755596194
30272,-0.0008781151980031786
30276,-0.0011851261723716212
30280,-0.0013921064266115145
30284,-0.0014961460162805566
30288,-0.0015007724224574298
30292,-0.0014151293814322072
30296,-0.0012528973610978903
30300,-0.0010310447828292856
30304,-0.0007685007753867627
30308,-0.00048483634103043316
30312,-0.00019903207750772032
30316,0.0000716019864581147
30320,0.00031230420195264185
30324,0.0005115033897922102
30328,0.0006612091138395718
30332,0.000757150640114381
30336,0.0007986800792883551
30340,0.0007884678567276083
30344,0.000732028417782576
30348,0.0006371206453215258
30352,0.0005130707510364904
30356,0.00037006551649265316
30360,0.00021846099779983464
30364,0.00006814660707510172
30368,-0.00007200261307505464
30372,-0.00019456109450591372
30376,-0.00029385985626804
30380,-0.0003661593713011166
30384,-0.00040969056139759626
30388,-0.0004245739631346076
30392,-0.00041263344806348603
30396,-0.0003771256395390945
30400,-0.0003224092111698998
30404,-0.0002535795585146892
30408,-0.00017609399263519994
30412,-0.00009541078829388176
30416,-0.0000166623792179734
30420,0.00005562097403763745
30424,0.00011772528626192153
30428,0.00016689780145610032
30432,0.00020142067463925926
30436,0.00022061572518331963
30440,0.00022478650900389983
30444,0.0002151071167964473
30448,0.00019346940285112975
30452,0.00016230172802884658
30456,0.00012437276570936083
30460,0.00008259352968001694
30464,0.0000398296423832315
30468,-0.0000012658899086283234
30472,-0.00003839132878324818
30476,-0.00006970069069961401
30480,-0.00009387105262565307
30484,-0.00011013217102560452
30488,-0.00011826021259410505
30492,-0.00011853937285958686
30496,-0.00011169672306506031
30500,-0.00009881672212566605
30504,-0.00008124243767223941
30508,-0.00006047064822918693
30512,-0.00003804768518675313
30516,-0.00001547217900140728
30520,0.000005890123363180171
30524,0.00002487551492453943
30528,0.00004057283830438567
30532,0.00005235409218160391
30536,0.00005988518865619379
30540,0.00006311809857796667
30544,0.00006226661871922402
30548,0.00005776876332199085
30552,0.00005023929864120674
30556,0.00004041619567748634
30560,0.000029104782581798915
30564,0.000017123157560787963
30568,0.00000525201022867767
30572,-0.000005808562830330279
30576,-0.00001547332620831494
30580,-0.00002329605128747717
30584,-0.00002898305328680808
30588,-0.000032396314756841745
30592,-0.000033546995376718366
30596,-0.000032580627554106204
30600,-6.1596021492495625
30604,-11.3667821288847
30608,-9.240567339853326
30612,-6.762729963149118
30616,-4.114905446842835
30620,-1.471691823342483
30624,1.0091342396309138
30628,3.19446736650871
30632,4.981502783337294
30636,6.301018489931916
30640,-19.60473166667981
30644,-41.88211292838063
30648,-32.8184443859235
30652,-22.649274755898205
30656,-12.08805550889636
30660,-57.52453579228906
30664,-95.21211532036854
30668,-67.90881306726905
30672,-39.1280579193693
30676,-10.732573502632732
30680,-16.699570244210406
30684,-21.101540141913375
30688,8.490761777211743
30692,34.77059110399614
