timestamp,eeg_value
682424,1646
682428,1763
682432,1816
682436,1833
682440,1854
682444,1647
682448,1617
682452,1846
682456,1925
682460,1813
682464,1696
682468,1691
682472,1843
682476,1949
682480,1860
682484,1661
682488,1700
682492,1814
682496,1936
682500,1807
682504,1639
682508,1713
682512,1875
682516,1910
682520,1815
682524,1677
682528,1699
682532,1888
682536,2000
682540,1813
682544,1584
682548,1728
682552,1987
682556,1863
682560,1840
682564,1653
682568,1808
682572,2004
682576,2003
682580,1781
682584,1623
682588,1659
682592,1953
682596,1861
682600,1788
682604,1653
682608,1635
682612,1968
682616,1815
682620,1776
682624,1637
682628,1719
682632,1910
682636,1888
682640,1671
682644,1647
682648,1648
682652,1885
682656,1879
682660,1786
682664,1675
682668,1730
682672,1829
682676,1936
682680,1766
682684,1511
682688,1587
682692,1822
682696,1954
682700,1798
682704,1605
682708,1647
682712,1791
682716,1791
682720,1765
682724,1487
682728,1744
682732,1808
682736,1887
682740,1799
682744,1504
682748,1678
682752,1865
682756,1953
682760,1803
682764,1648
682768,1726
682772,1857
682776,1866
682780,1828
682784,1668
682788,1761
682792,1877
682796,1890
682800,1762
682804,1619
682808,1687
682812,1950
682816,1888
682820,1755
682824,1511
682828,1709
682832,1898
682836,1775
682840,1747
682844,1657
682848,1569
682852,1832
682856,1875
682860,1751
682864,1659
682868,1749
682872,1853
682876,1872
682880,1798
682884,1509
682888,1595
682892,1927
682896,1855
682900,1767
682904,1470
682908,1749
682912,1874
682916,1808
682920,1730
682924,1619
682928,1583
682932,1833
682936,1829
682940,1791
682944,1614
682948,1677
682952,1846
682956,1834
682960,1793
682964,1459
682968,1780
682972,1891
682976,1870
682980,1770
682984,1580
682988,1773
682992,1824
682996,1878
683000,1776
683004,1615
683008,1691
683012,1863
683016,1919
683020,1792
683024,1493
683028,1777
683032,1840
683036,1932
683040,1756
683044,1535
683048,1807
683052,1850
683056,1858
683060,1806
683064,1666
683068,1764
683072,1891
683076,1904
683080,1739
683084,1517
683088,1754
683092,1906
683096,1954
683100,1845
683104,1612
683108,1796
683112,1846
683116,1839
683120,1814
683124,1615
683128,1667
683132,1867
683136,1929
683140,1789
683144,1470
683148,1601
683152,1825
683156,1970
683160,1772
683164,1488
683168,1901
683172,1938
683176,1920
683180,1837
683184,1535
683188,1708
683192,1853
683196,1936
683200,1729
683204,1649
683208,1735
683212,1863
683216,1935
683220,1776
683224,1635
683228,1905
683232,1893
683236,1984
683240,1757
683244,1675
683248,1808
683252,1882
683256,1938
683260,1764
683264,1696
683268,1835
683272,1898
683276,2003
683280,1745
683284,1766
683288,1908
683292,1887
683296,1872
683300,1738
683304,1730
683308,1889
683312,1938
683316,1919
683320,1742
683324,1695
683328,1803
683332,1834
683336,1851
683340,1799
683344,1648
683348,1887
683352,1885
683356,1921
683360,1798
683364,1778
683368,1883
683372,1880
683376,1927
683380,1805
683384,1683
683388,1897
683392,1914
683396,1935
683400,1779
683404,1573
683408,1812
683412,1955
683416,1996
683420,1804
683424,1465
683428,1830
683432,1906
683436,1893
683440,1823
683444,1625
683448,1821
683452,1899
683456,1985
683460,1811
683464,1646
683468,1904
683472,1981
683476,2027
683480,1804
683484,1609
683488,1888
683492,1985
683496,1911
683500,1812
683504,1649
683508,1886
683512,1970
683516,1953
683520,1844
683524,1778
683528,1865
683532,2011
683536,1989
683540,1846
683544,1809
683548,1931
683552,1986
683556,2027
683560,1857
683564,1813
683568,1933
683572,1949
683576,1946
683580,1869
683584,1668
683588,1891
683592,1987
683596,1853
683600,1786
683604,1726
683608,1887
683612,1969
683616,1927
683620,1840
683624,1742
683628,1835
683632,1906
683636,1779
683640,1863
683644,1597
683648,1839
683652,1986
683656,2032
683660,1901
683664,1703
683668,1809
683672,1999
683676,1858
683680,1892
683684,1618
683688,1846
683692,1953
683696,1958
683700,1869
683704,1616
683708,1841
683712,1953
683716,1956
683720,1870
683724,1425
683728,1825
683732,1969
683736,1946
683740,1798
683744,1664
683748,1817
683752,1946
683756,1915
683760,1847
683764,1727
683768,1791
683772,1877
683776,1865
683780,1798
683784,1712
683788,1872
683792,1968
683796,1939
683800,1731
683804,1648
683808,1826
683812,1921
683816,1815
683820,1744
683824,1666
683828,1789
683832,1977
683836,1845
683840,1737
683844,1653
683848,1781
683852,1957
683856,1735
683860,1744
683864,1581
683868,1827
683872,1904
683876,1881
683880,1717
683884,1677
683888,1856
683892,1919
683896,1942
683900,1797
683904,1616
683908,1815
683912,1971
683916,1737
683920,1769
683924,1584
683928,1793
683932,1935
683936,1821
683940,1777
683944,1615
683948,1777
683952,1895
683956,1884
683960,1778
683964,1655
683968,1792
683972,1932
683976,1879
683980,1786
683984,1653
683988,1789
683992,1953
683996,1861
684000,1717
684004,1644
684008,1793
684012,1937
684016,1877
684020,1712
684024,1694
684028,1778
684032,1890
684036,1824
684040,1698
684044,1698
684048,1840
684052,2001
684056,1765
684060,1706
684064,1655
684068,1718
684072,1852
684076,1837
684080,1736
684084,1617
684088,1825
684092,1907
684096,1755
684100,1709
684104,1531
684108,1822
684112,1973
684116,1819
684120,1731
684124,1713
684128,1838
684132,1939
684136,1844
684140,1744
684144,1561
684148,1781
684152,1979
684156,1854
684160,1730
684164,1601
684168,1733
684172,1917
684176,1693
684180,1695
684184,1591
684188,1824
684192,1946
684196,1761
684200,1777
684204,1654
684208,1809
684212,1861
684216,1710
684220,1760
684224,1607
684228,1843
684232,1999
684236,1788
684240,1681
684244,1507
684248,1822
684252,1910
684256,1808
684260,1703
684264,1608
684268,1839
684272,1871
684276,1781
684280,1705
684284,1597
684288,1793
684292,1872
684296,1811
684300,1691
684304,1585
684308,1828
684312,1888
684316,1791
684320,1696
684324,1587
684328,1782
684332,1834
684336,1839
684340,1726
684344,1601
684348,1793
684352,1886
684356,1872
684360,1685
684364,1583
684368,1787
684372,1893
684376,1834
684380,1690
684384,1616
684388,1804
684392,1887
684396,1785
684400,1709
684404,1614
684408,1776
684412,1795
684416,1821
684420,1703
684424,1561
684428,1846
684432,1805
684436,1671
684440,1712
684444,1683
684448,1856
684452,1829
684456,1716
684460,1694
684464,1597
684468,1798
684472,1799
684476,1819
684480,1707
684484,1570
684488,1794
684492,1802
684496,1799
684500,1648
684504,1598
684508,1860
684512,1870
684516,1805
684520,1719
684524,1663
684528,1806
684532,1808
684536,1806
684540,1680
684544,1664
684548,1872
684552,1819
684556,1814
684560,1697
684564,1697
684568,1821
684572,1804
684576,1844
684580,1666
684584,1574
684588,1813
684592,1833
684596,1823
684600,1687
684604,1519
684608,1825
684612,1942
684616,1834
684620,1610
684624,1535
684628,1808
684632,1983
684636,1874
684640,1729
684644,1649
684648,1806
684652,1959
684656,1848
684660,1747
684664,1719
684668,1793
684672,1899
684676,1854
684680,1697
684684,1573
684688,1797
684692,1940
684696,1811
684700,1639
684704,1662
684708,1856
684712,1941
684716,1806
684720,1645
684724,1678
684728,1808
684732,1830
684736,1808
684740,1647
684744,1652
684748,1845
684752,1915
684756,1774
684760,1650
684764,1598
684768,1829
684772,1847
684776,1763
684780,1637
684784,1586
684788,1799
684792,1820
684796,1802
684800,1598
684804,1691
684808,1821
684812,1879
684816,1790
684820,1619
684824,1712
684828,1826
684832,1937
684836,1797
684840,1660
684844,1558
684848,1788
684852,1854
684856,1747
684860,1647
684864,1578
684868,1808
684872,1843
684876,1776
684880,1633
684884,1655
684888,1811
684892,1902
684896,1779
684900,1638
684904,1509
684908,1731
684912,1949
684916,1803
684920,1664
684924,1709
684928,1789
684932,1926
684936,1823
684940,1617
684944,1670
684948,1805
684952,1852
684956,1733
684960,1587
684964,1688
684968,1872
684972,1941
684976,1783
684980,1595
684984,1583
684988,1936
684992,1902
684996,1783
685000,1605
685004,1647
685008,1949
685012,1840
685016,1838
685020,1583
685024,1655
685028,1968
685032,1923
685036,1840
685040,1583
685044,1648
685048,1904
685052,1859
685056,1763
685060,1625
685064,1749
685068,1903
685072,1879
685076,1754
685080,1535
685084,1535
685088,1870
685092,1915
685096,1776
685100,1598
685104,1648
685108,1840
685112,1862
685116,1754
685120,1579
685124,1733
685128,1808
685132,1970
685136,1817
685140,1503
685144,1719
685148,1713
685152,1908
685156,1813
685160,1535
685164,1658
685168,1773
685172,1888
685176,1712
685180,1584
685184,1646
685188,1834
685192,1807
685196,1831
685200,1509
685204,1680
685208,1850
685212,1946
685216,1810
685220,1572
685224,1650
685228,1923
685232,1983
685236,1888
685240,1634
685244,1584
685248,1904
685252,1890
685256,1776
685260,1575
685264,1707
685268,1904
685272,1840
685276,1744
685280,1578
685284,1595
685288,1917
685292,1879
685296,1789
685300,1631
685304,1607
685308,1878
685312,1914
685316,1792
685320,1622
685324,1803
685328,1903
685332,1915
685336,1775
685340,1617
685344,1691
685348,1904
685352,1913
685356,1794
685360,1486
685364,1520
685368,1805
685372,1814
685376,1795
685380,1535
685384,1649
685388,1826
685392,1847
685396,1744
685400,1590
685404,1616
685408,1853
685412,1917
685416,1759
685420,1456
685424,1694
685428,1903
685432,1904
685436,1778
685440,1412
685444,1834
685448,1871
685452,1936
685456,1776
685460,1590
685464,1809
685468,1882
685472,1877
685476,1781
685480,1447
685484,1637
685488,1794
685492,1918
685496,1786
685500,1506
685504,1713
685508,1891
685512,1898
685516,1771
685520,1615
685524,1755
685528,1920
685532,1869
685536,1792
685540,1502
685544,1759
685548,1845
685552,1935
685556,1845
685560,1524
685564,1696
685568,1861
685572,1904
685576,1776
685580,1510
685584,1790
685588,1943
685592,1958
685596,1771
685600,1618
685604,1797
685608,1874
685612,1881
685616,1808
685620,1697
685624,1799
685628,1837
685632,1930
685636,1783
685640,1691
685644,1801
685648,1895
685652,1872
685656,1822
685660,1730
685664,1899
685668,1899
685672,1955
685676,1789
685680,1602
685684,1775
685688,1885
685692,1945
685696,1769
685700,1701
685704,1808
685708,1879
685712,1863
685716,1810
685720,1679
685724,1809
685728,1834
685732,1936
685736,1808
685740,1747
685744,1893
685748,1878
685752,1914
685756,1765
685760,1680
685764,1837
685768,1920
685772,1892
685776,1810
685780,1761
685784,1870
685788,1872
685792,1781
685796,1853
685800,1600
685804,1785
685808,1834
685812,1711
685816,1804
685820,1511
685824,1777
685828,1839
685832,1872
685836,1798
685840,1522
685844,1751
685848,1897
685852,1963
685856,1829
685860,1503
685864,1767
685868,1894
685872,1750
685876,1775
685880,1530
685884,1744
685888,1879
685892,1873
685896,1773
685900,1524
685904,1718
685908,1879
685912,1889
685916,1734
685920,1483
685924,1799
685928,1879
685932,1741
685936,1783
685940,1616
685944,1710
685948,1889
685952,1781
685956,1783
685960,1708
685964,1808
685968,1939
685972,1852
685976,1743
685980,1650
685984,1776
685988,1944
685992,1850
685996,1712
686000,1581
686004,1803
686008,1856
686012,1844
686016,1736
686020,1605
686024,1791
686028,1891
686032,1888
686036,1728
686040,1559
686044,1755
686048,1861
686052,1831
686056,1750
686060,1509
686064,1833
686068,1891
686072,1811
686076,1808
686080,1605
686084,1771
686088,1887
686092,1943
686096,1806
686100,1455
686104,1795
686108,1872
686112,1824
686116,1788
686120,1535
686124,1757
686128,1872
686132,1775
686136,1844
686140,1482
686144,1823
686148,1879
686152,1678
686156,1818
686160,1579
686164,1795
686168,1904
686172,1877
686176,1712
686180,1520
686184,1792
686188,1953
686192,1872
686196,1695
686200,1607
686204,1821
686208,1902
686212,1894
686216,1648
686220,1454
686224,1806
686228,1945
686232,1831
686236,1667
686240,1639
686244,1808
686248,1940
686252,1719
686256,1677
686260,1648
686264,1811
686268,1959
686272,1744
686276,1712
686280,1605
686284,1811
686288,1966
686292,1814
686296,1796
686300,1643
686304,1814
686308,1926
686312,1855
686316,1744
686320,1471
686324,1783
686328,1914
686332,1929
686336,1744
686340,1443
686344,1761
686348,1919
686352,1874
686356,1783
686360,1478
686364,1783
686368,1959
686372,1831
686376,1767
686380,1637
686384,1783
686388,1950
686392,1934
686396,1743
686400,1570
686404,1771
686408,1923
686412,1849
686416,1727
686420,1626
686424,1809
686428,2023
686432,1904
686436,1798
686440,1667
686444,1787
686448,1966
686452,1820
686456,1696
686460,1626
686464,1760
686468,1867
686472,1824
686476,1712
686480,1696
686484,1796
686488,1926
686492,1797
686496,1692
686500,1710
686504,1782
686508,1894
686512,1759
686516,1677
686520,1643
686524,1822
686528,1920
686532,1840
686536,1675
686540,1645
686544,1808
686548,1967
686552,1893
686556,1725
686560,1531
686564,1805
686568,1839
686572,1805
686576,1733
686580,1616
686584,1799
686588,1933
686592,1826
686596,1711
686600,1535
686604,1811
686608,1878
686612,1797
686616,1770
686620,1664
686624,1800
686628,1887
686632,1842
686636,1715
686640,1651
686644,1815
686648,1909
686652,1777
686656,1763
686660,1678
686664,1774
686668,1889
686672,1763
686676,1719
686680,1503
686684,1857
686688,1846
686692,1820
686696,1728
686700,1563
686704,1833
686708,1847
686712,1866
686716,1740
686720,1701
686724,1886
686728,1865
686732,1782
686736,1741
686740,1590
686744,1921
686748,1888
686752,1869
686756,1733
686760,1611
686764,1840
686768,1994
686772,1814
686776,1715
686780,1681
686784,1792
686788,1915
686792,1871
686796,1776
686800,1648
686804,1835
686808,1994
686812,1808
686816,1745
686820,1648
686824,1867
686828,1856
686832,1842
686836,1732
686840,1585
686844,1744
686848,1871
686852,1883
686856,1729
686860,1699
686864,1888
686868,1898
686872,1888
686876,1746
686880,1637
686884,1872
686888,1877
686892,1817
686896,1728
686900,1587
686904,1856
686908,1885
686912,1819
686916,1753
686920,1697
686924,1859
686928,1847
686932,1781
686936,1697
686940,1709
686944,1851
686948,1883
686952,1783
686956,1729
686960,1687
686964,1887
686968,1902
686972,1809
686976,1725
686980,1732
686984,1936
686988,1923
686992,1866
686996,1685
687000,1660
687004,1839
687008,1872
687012,1827
687016,1744
687020,1650
687024,1928
687028,1879
687032,1826
687036,1725
687040,1579
687044,1856
687048,1917
687052,1825
687056,1776
687060,1746
687064,1846
687068,1986
687072,1778
687076,1709
687080,1740
687084,1840
687088,1925
687092,1863
687096,1754
687100,1719
687104,1859
687108,1903
687112,1787
687116,1621
687120,1663
687124,1838
687128,2000
687132,1789
687136,1659
687140,1625
687144,1824
687148,1921
687152,1789
687156,1675
687160,1767
687164,1886
687168,1939
687172,1808
687176,1718
687180,1719
687184,1859
687188,1901
687192,1856
687196,1653
687200,1743
687204,1968
687208,1907
687212,1829
687216,1677
687220,1723
687224,1887
687228,1943
687232,1782
687236,1602
687240,1633
687244,1839
687248,1926
687252,1742
687256,1597
687260,1659
687264,1823
687268,1922
687272,1822
687276,1679
687280,1791
687284,1821
687288,1917
687292,1802
687296,1647
687300,1728
687304,1839
687308,1955
687312,1809
687316,1707
687320,1744
687324,1814
687328,1856
687332,1744
687336,1612
687340,1587
687344,1853
687348,1968
687352,1872
687356,1648
687360,1697
687364,1772
687368,1862
687372,1755
687376,1582
687380,1648
687384,1856
687388,2017
687392,1820
687396,1681
687400,1559
687404,1894
687408,2054
687412,1812
687416,1703
687420,1734
687424,1939
687428,2059
687432,1871
687436,1671
687440,1683
687444,1936
687448,1808
687452,1806
687456,1641
687460,1634
687464,1953
687468,1968
687472,1791
687476,1555
687480,1729
687484,1919
687488,1996
687492,1831
687496,1666
687500,1623
687504,1966
687508,1875
687512,1840
687516,1650
687520,1696
687524,1890
687528,1904
687532,1829
687536,1643
687540,1647
687544,1825
687548,1893
687552,1822
687556,1535
687560,1663
687564,1843
687568,1943
687572,1856
687576,1671
687580,1755
687584,1824
687588,1844
687592,1799
687596,1607
687600,1603
687604,1783
687608,2032
687612,1941
687616,1677
687620,1613
687624,1855
687628,2000
687632,1888
687636,1618
687640,1762
687644,1901
687648,1967
687652,1892
687656,1520
687660,1793
687664,1922
687668,1870
687672,1808
687676,1645
687680,1798
687684,1952
687688,1936
687692,1807
687696,1529
687700,1709
687704,1965
687708,1925
687712,1872
687716,1692
687720,1808
687724,2000
687728,1936
687732,1875
687736,1522
687740,1726
687744,1938
687748,1935
687752,1824
687756,1616
687760,1722
687764,1930
687768,1854
687772,1801
687776,1654
687780,1838
687784,1927
687788,1918
687792,1763
687796,1574
687800,1808
687804,1857
687808,1934
687812,1808
687816,1619
687820,1857
687824,1843
687828,1843
687832,1831
687836,1617
687840,1613
687844,1859
687848,1911
687852,1777
687856,1625
687860,1604
687864,1853
687868,1894
687872,1761
687876,1596
687880,1757
687884,1856
687888,1945
687892,1868
687896,1648
687900,1771
687904,1885
687908,1914
687912,1767
687916,1625
687920,1655
687924,1872
687928,1936
687932,1824
687936,1526
687940,1733
687944,1862
687948,1803
687952,1741
687956,1483
687960,1715
687964,1872
687968,1811
687972,1819
687976,1515
687980,1875
687984,1890
687988,1885
687992,1773
687996,1630
688000,1703
688004,1873
688008,1878
688012,1735
688016,1658
688020,1667
688024,1830
688028,1904
688032,1744
688036,1473
688040,1676
688044,1824
688048,1837
688052,1755
688056,1615
688060,1664
688064,1821
688068,1881
688072,1797
688076,1686
688080,1822
688084,1882
688088,1936
688092,1791
688096,1634
688100,1626
688104,1803
688108,1890
688112,1797
688116,1703
688120,1723
688124,1825
688128,1909
688132,1682
688136,1651
688140,1776
688144,1808
688148,1959
688152,1774
688156,1696
688160,1783
688164,1876
688168,1885
688172,1738
688176,1616
688180,1809
688184,1887
688188,1970
688192,1769
688196,1673
688200,1823
688204,1843
688208,1883
688212,1714
688216,1589
688220,1813
688224,1835
688228,1817
688232,1733
688236,1574
688240,1785
688244,1822
688248,1897
688252,1781
688256,1692
688260,1726
688264,1867
688268,1957
688272,1804
688276,1415
688280,1815
688284,1936
688288,1843
688292,1799
688296,1403
688300,1866
688304,1919
688308,1781
688312,1778
688316,1505
688320,1798
688324,1888
688328,1856
688332,1765
688336,1524
688340,1783
688344,1920
688348,1852
688352,1804
688356,1417
688360,1843
688364,1881
688368,1920
688372,1744
688376,1584
688380,1839
688384,1968
688388,1957
688392,1800
688396,1616
688400,1807
688404,1956
688408,1903
688412,1753
688416,1481
688420,1829
688424,1913
688428,1867
688432,1792
688436,1670
688440,1767
688444,1923
688448,1901
688452,1788
688456,1633
688460,1795
688464,1936
688468,1894
688472,1785
688476,1535
688480,1823
688484,1936
688488,1873
688492,1787
688496,1711
688500,1839
688504,1903
688508,1917
688512,1829
688516,1582
688520,1841
688524,1907
688528,1870
688532,1769
688536,1642
688540,1813
688544,1945
688548,1817
688552,1799
688556,1527
688560,1817
688564,1894
688568,1884
688572,1764
688576,1570
688580,1747
688584,1938
688588,1923
688592,1776
688596,1505
688600,1800
688604,1909
688608,1856
688612,1840
688616,1665
688620,1801
688624,1921
688628,1725
688632,1733
688636,1535
688640,1845
688644,1906
688648,1743
688652,1663
688656,1588
688660,1765
688664,1931
688668,1756
688672,1593
688676,1450
688680,1786
688684,1951
688688,1934
688692,1674
688696,1666
688700,1814
688704,1895
688708,1855
688712,1680
688716,1679
688720,1906
688724,2005
688728,1887
688732,1738
688736,1609
688740,1869
688744,1983
688748,1839
688752,1712
688756,1632
688760,1795
688764,1931
688768,1841
688772,1756
688776,1572
688780,1803
688784,1909
688788,1878
688792,1808
688796,1616
688800,1815
688804,1907
688808,1841
688812,1738
688816,1563
688820,1717
688824,1891
688828,1835
688832,1729
688836,1682
688840,1818
688844,1841
688848,1819
688852,1753
688856,1617
688860,1759
688864,1839
688868,1873
688872,1690
688876,1559
688880,1808
688884,2027
688888,1846
688892,1648
688896,1670
688900,1789
688904,2001
688908,1892
688912,1793
688916,1634
688920,1776
688924,1918
688928,1677
688932,1757
688936,1678
688940,1885
688944,2041
688948,1982
688952,1658
688956,1616
688960,1851
688964,1929
688968,1822
688972,1670
688976,1762
688980,1794
688984,2064
688988,1738
688992,1746
688996,1698
689000,1828
689004,1968
689008,1869
689012,1715
689016,1653
689020,1840
689024,1991
689028,1844
689032,1743
689036,1662
689040,1855
689044,1921
689048,2000
689052,1792
689056,1724
689060,1845
689064,2025
689068,1904
689072,1791
689076,1744
689080,1862
689084,2049
689088,1999
689092,1772
689096,1637
689100,1813
689104,1947
689108,1765
689112,1729
689116,1648
689120,1878
689124,1968
689128,1936
689132,1711
689136,1675
689140,1884
689144,2011
689148,1767
689152,1818
689156,1711
689160,1897
689164,2081
689168,1970
689172,1777
689176,1660
689180,1887
689184,1939
689188,1806
689192,1674
689196,1642
689200,1925
689204,1977
689208,1851
689212,1746
689216,1553
689220,1898
689224,1990
689228,1921
689232,1779
689236,1651
689240,1947
689244,2115
689248,1905
689252,1758
689256,1569
689260,1891
689264,2045
689268,1743
689272,1745
689276,1646
689280,1898
689284,2103
689288,1991
689292,1762
689296,1683
689300,1968
689304,2009
689308,1989
689312,1745
689316,1645
689320,1919
689324,1968
689328,1843
689332,1803
689336,1700
689340,1918
689344,1968
689348,1914
689352,1770
689356,1517
689360,1909
689364,1909
689368,1951
689372,1775
689376,1602
689380,1938
689384,1968
689388,1880
689392,1780
689396,1535
689400,1872
689404,1914
689408,1760
689412,1747
689416,1731
689420,1809
689424,1933
689428,1808
689432,1742
689436,1584
689440,1875
689444,1809
689448,1887
689452,1717
689456,1673
689460,1876
689464,1895
689468,1744
689472,1740
689476,1667
689480,1905
689484,1872
689488,1858
689492,1713
689496,1620
689500,1971
689504,1978
689508,1727
689512,1698
689516,1587
689520,1903
689524,1815
689528,1840
689532,1730
689536,1745
689540,1856
689544,1951
689548,1835
689552,1764
689556,1471
689560,1874
689564,1937
689568,1781
689572,1705
689576,1663
689580,1776
689584,1921
689588,1776
689592,1681
689596,1646
689600,1733
689604,2069
689608,1756
689612,1610
689616,1520
689620,1761
689624,2031
689628,1769
689632,1586
689636,1713
689640,1773
689644,1875
689648,1819
689652,1615
689656,1695
689660,1826
689664,1910
689668,1751
689672,1674
689676,1451
689680,1831
689684,1981
689688,1765
689692,1698
689696,1485
689700,1875
689704,1911
689708,1871
689712,1627
689716,1651
689720,1838
689724,1945
689728,1815
689732,1710
689736,1575
689740,1827
689744,2018
689748,1808
689752,1711
689756,1588
689760,1780
689764,1968
689768,1835
689772,1689
689776,1718
689780,1807
689784,1887
689788,1808
689792,1625
689796,1613
689800,1781
689804,2001
689808,1812
689812,1682
689816,1757
689820,1839
689824,1995
689828,1805
689832,1658
689836,1509
689840,1857
689844,2004
689848,1823
689852,1661
689856,1646
689860,1883
689864,1825
689868,1766
689872,1616
689876,1591
689880,1798
689884,1984
689888,1781
689892,1643
689896,1703
689900,1905
689904,1863
689908,1787
689912,1535
689916,1573
689920,1929
689924,1886
689928,1769
689932,1606
689936,1683
689940,1975
689944,1941
689948,1840
689952,1599
689956,1712
689960,1945
689964,2038
689968,1776
689972,1605
689976,1585
689980,1930
689984,1847
689988,1682
689992,1506
689996,1579
690000,1887
690004,1925
690008,1782
690012,1675
690016,1583
690020,1871
690024,1923
690028,1761
690032,1587
690036,1637
690040,1807
690044,1774
690048,1711
690052,1563
690056,1634
690060,1775
690064,1893
690068,1795
690072,1588
690076,1751
690080,1751
690084,1876
690088,1685
690092,1575
690096,1640
690100,1718
690104,1854
690108,1696
690112,1579
690116,1583
690120,1776
690124,1828
690128,1729
690132,1561
690136,1696
690140,1851
690144,1869
690148,1803
690152,1595
690156,1701
690160,1883
690164,1850
690168,1786
690172,1577
690176,1658
690180,1910
690184,1902
690188,1712
690192,1600
690196,1664
690200,1898
690204,1885
690208,1714
690212,1600
690216,1695
690220,1892
690224,1904
690228,1754
690232,1598
690236,1690
690240,1891
690244,1891
690248,1794
690252,1465
690256,1689
690260,1893
690264,1807
690268,1750
690272,1574
690276,1746
690280,1840
690284,1902
690288,1733
690292,1574
690296,1567
690300,1872
690304,1836
690308,1742
690312,1478
690316,1595
690320,1781
690324,1840
690328,1762
690332,1558
690336,1581
690340,1834
690344,1840
690348,1712
690352,1498
690356,1590
690360,1859
690364,1847
690368,1776
690372,1618
690376,1690
690380,1852
690384,1810
690388,1727
690392,1463
690396,1745
690400,1856
690404,1855
690408,1710
690412,1535
690416,1663
690420,1842
690424,1823
690428,1744
690432,1519
690436,1701
690440,1835
690444,1840
690448,1733
690452,1412
690456,1777
690460,1874
690464,1905
690468,1738
690472,1492
690476,1712
690480,1914
690484,1863
690488,1726
690492,1526
690496,1600
690500,1917
690504,1927
690508,1771
690512,1522
690516,1584
690520,1840
690524,1904
690528,1759
690532,1556
690536,1630
690540,1840
690544,1883
690548,1744
690552,1414
690556,1518
690560,1823
690564,1856
690568,1738
690572,1437
690576,1695
690580,1868
690584,1952
690588,1740
690592,1573
690596,1601
690600,1819
690604,1884
690608,1781
690612,1619
690616,1823
690620,1812
690624,1761
690628,1767
690632,1601
690636,1724
690640,1849
690644,1769
690648,1734
690652,1658
690656,1813
690660,1870
690664,1687
690668,1713
690672,1629
690676,1744
690680,1840
690684,1885
690688,1824
690692,1701
690696,1707
690700,1840
690704,1823
690708,1754
690712,1503
690716,1761
690720,1806
690724,1872
690728,1729
690732,1635
690736,1742
690740,1813
690744,1838
690748,1722
690752,1605
690756,1659
690760,1851
690764,1917
690768,1826
690772,1501
690776,1803
690780,1907
690784,1816
690788,1814
690792,1428
690796,1886
690800,1967
690804,1904
690808,1776
690812,1519
690816,1811
690820,1912
690824,1934
690828,1814
690832,1425
690836,1808
690840,1938
690844,2002
690848,1795
690852,1455
690856,1757
690860,1987
690864,1887
690868,1776
690872,1535
690876,1808
690880,1945
690884,1939
690888,1795
690892,1631
