timestamp,eeg_value
690896,1783
690900,1971
690904,1918
690908,1823
690912,1599
690916,1843
690920,1970
690924,1815
690928,1851
690932,1563
690936,1837
690940,1967
690944,1941
690948,1872
690952,1655
690956,1805
690960,1920
690964,1783
690968,1809
690972,1638
690976,1871
690980,1959
690984,1892
690988,1770
690992,1529
690996,1823
691000,1893
691004,1927
691008,1809
691012,1577
691016,1856
691020,1995
691024,1813
691028,1829
691032,1606
691036,1769
691040,1963
691044,1840
691048,1830
691052,1519
691056,1805
691060,1927
691064,1909
691068,1781
691072,1518
691076,1769
691080,1904
691084,1744
691088,1830
691092,1570
691096,1773
691100,1920
691104,1936
691108,1827
691112,1407
691116,1812
691120,1936
691124,1904
691128,1830
691132,1613
691136,1846
691140,1963
691144,1815
691148,1809
691152,1654
691156,1847
691160,2032
691164,1856
691168,1777
691172,1667
691176,1808
691180,1920
691184,1936
691188,1680
691192,1600
691196,1859
691200,2000
691204,1923
691208,1711
691212,1511
691216,1856
691220,1952
691224,1906
691228,1721
691232,1695
691236,1935
691240,2096
691244,1822
691248,1769
691252,1698
691256,1829
691260,1965
691264,1814
691268,1781
691272,1747
691276,1890
691280,2037
691284,1930
691288,1808
691292,1639
691296,1905
691300,2111
691304,1883
691308,1827
691312,1760
691316,1933
691320,2077
691324,1971
691328,1917
691332,1649
691336,1875
691340,2073
691344,1936
691348,1875
691352,1668
691356,1984
691360,2103
691364,2102
691368,1909
691372,1783
691376,1949
691380,2031
691384,2096
691388,1840
691392,1744
691396,1958
691400,2137
691404,2007
691408,1917
691412,1839
691416,1965
691420,2176
691424,2039
691428,1901
691432,1857
691436,1959
691440,2160
691444,2064
691448,1825
691452,1737
691456,1941
691460,2103
691464,2116
691468,1847
691472,1785
691476,1991
691480,2084
691484,2011
691488,1873
691492,1791
691496,2016
691500,2133
691504,1904
691508,1788
691512,1770
691516,2035
691520,2090
691524,2063
691528,1817
691532,1893
691536,1983
691540,2063
691544,2034
691548,1817
691552,1739
691556,1911
691560,2075
691564,1968
691568,1894
691572,1869
691576,1936
691580,2033
691584,2028
691588,1883
691592,1744
691596,1983
691600,2174
691604,2045
691608,1887
691612,1789
691616,2029
691620,2112
691624,1855
691628,1803
691632,1744
691636,1985
691640,2111
691644,1978
691648,1821
691652,1776
691656,1950
691660,2079
691664,1868
691668,1869
691672,1784
691676,1965
691680,2096
691684,2000
691688,1818
691692,1730
691696,1998
691700,2020
691704,1968
691708,1850
691712,1824
691716,2043
691720,1984
691724,1886
691728,1825
691732,1744
691736,1968
691740,2064
691744,1936
691748,1766
691752,1677
691756,1930
691760,2100
691764,2066
691768,1776
691772,1664
691776,1941
691780,2119
691784,2013
691788,1777
691792,1677
691796,1899
691800,2131
691804,2022
691808,1871
691812,1749
691816,1943
691820,2029
691824,2007
691828,1845
691832,1760
691836,1947
691840,2030
691844,2022
691848,1838
691852,1651
691856,1904
691860,2029
691864,1903
691868,1802
691872,1725
691876,1904
691880,1989
691884,1966
691888,1829
691892,1776
691896,1985
691900,1975
691904,1981
691908,1810
691912,1640
691916,1936
691920,1973
691924,1888
691928,1819
691932,1767
691936,1961
691940,2045
691944,1866
691948,1742
691952,1813
691956,1941
691960,1977
691964,1890
691968,1821
691972,1767
691976,1953
691980,1975
691984,1850
691988,1771
691992,1719
691996,1945
692000,2033
692004,1925
692008,1792
692012,1726
692016,1936
692020,1930
692024,1908
692028,1793
692032,1708
692036,1931
692040,2076
692044,1924
692048,1744
692052,1623
692056,1895
692060,2055
692064,1918
692068,1802
692072,1649
692076,1884
692080,2087
692084,1879
692088,1787
692092,1742
692096,1886
692100,2055
692104,1871
692108,1787
692112,1631
692116,1904
692120,2157
692124,1871
692128,1744
692132,1738
692136,1891
692140,2139
692144,1900
692148,1738
692152,1857
692156,1946
692160,2059
692164,1830
692168,1728
692172,1715
692176,1870
692180,1963
692184,1852
692188,1755
692192,1736
692196,1952
692200,1955
692204,1866
692208,1647
692212,1762
692216,1910
692220,1790
692224,1825
692228,1648
692232,1559
692236,1885
692240,1985
692244,1825
692248,1695
692252,1664
692256,1781
692260,1933
692264,1830
692268,1700
692272,1766
692276,1805
692280,1851
692284,1712
692288,1647
692292,1628
692296,1829
692300,1969
692304,1834
692308,1681
692312,1692
692316,1822
692320,2020
692324,1838
692328,1625
692332,1725
692336,1905
692340,2006
692344,1779
692348,1630
692352,1692
692356,1809
692360,1898
692364,1814
692368,1647
692372,1643
692376,1904
692380,1920
692384,1799
692388,1591
692392,1680
692396,1808
692400,2030
692404,1761
692408,1613
692412,1535
692416,1883
692420,1831
692424,1788
692428,1617
692432,1730
692436,1958
692440,1905
692444,1767
692448,1597
692452,1661
692456,1956
692460,1882
692464,1747
692468,1632
692472,1643
692476,1950
692480,1929
692484,1690
692488,1584
692492,1618
692496,1909
692500,1938
692504,1764
692508,1495
692512,1657
692516,1947
692520,1822
692524,1749
692528,1568
692532,1689
692536,1910
692540,1906
692544,1776
692548,1571
692552,1579
692556,1888
692560,1890
